0,-16.4296,-128.143
0.2,69.7076,-147.27
0.4,128.32,-114.394
0.6,163.389,-74.6344
0.8,169.154,-19.9005
1,171.24,46.0645
1.2,144,96
1.4,98,128
1.6,48,143
1.8,0,137
2,-47,102
2.2,-69,62
2.4,-63,11
2.6,-33,-20
2.8,-5,-33
3,35,-39
3.2,66,-17
3.4,96,29
3.6,92,71
3.8,70,114
4,32,144
4.2,-14,160
4.4,-75,150
4.6,-123,113
4.8,-143,59
5,-158,3
5.2,-137,-45
5.4,-101,-87
5.6,-53,-109
5.8,-18,-110
6,26,-90
6.2,46,-52
6.4,48,-14
6.6,38,27
6.8,-8,54
7,-49,49
7.2,-92,25
7.4,-117,0
7.6,-119,-54
7.8,-103,-105
8,-65,-147
8.2,-20,-171
8.4,22,-162
8.6,85,-142
8.8,125,-100
9,145,-47
9.2,130,12
9.4,102,53
9.6,57,78
9.8,19,85
10,-13,66
10.2,-34,32
10.4,-39,-8
10.6,-27,-51
10.8,7,-73
11,43,-81
11.2,88,-51
11.4,133,-11
11.6,150,31
11.8,141,81
12,106,131
12.2,60,160
12.4,14,180
12.6,-47,159
12.8,-89,119
13,-114,71
13.2,-108,3
13.4,-82,-21
13.6,-49,-53
13.8,-12,-67
14,30,-51
14.2,54,-15
14.4,55,36
14.6,46,70
14.8,8,93
15,-39,100
15.2,-98,81
15.4,-137,56
15.6,-158,9
15.8,-160,-50
16,-136,-104
16.2,-98,-156
16.4,-50,-162
16.6,3,-155
16.8,57,-133
17,86,-94
17.2,92,-40
17.4,86,4
17.6,54,29
17.8,4,37
18,-31,35
18.2,-64,-3
18.4,-81,-33
18.6,-57,-77
18.8,-35,-129
19,13,-135
19.2,75,-124
19.4,112,-92
19.6,151,-52
19.8,171,9
20,161,69
20.2,125,115
20.4,77,144
20.6,30,134
20.8,-21,121
21,-60,90
21.2,-60,42
21.4,-59,7
21.6,-24,-21
21.8,14,-33
22,48,-31
22.2,81,-16
22.4,92,28
22.6,96,75
22.8,70,122
23,13,143
23.2,-37,145
23.4,-83,133
23.6,-134,81
23.8,-152,33
24,-143,-10
24.2,-122,-71
24.4,-87,-98
24.6,-43,-114
24.8,2,-124
25,31,-85
25.2,50,-45
25.4,43,-9
25.6,26,22
25.8,-12,32
26,-62,34
26.2,-93,11
26.4,-122,-23
26.6,-129,-73
26.8,-99,-119
27,-56,-153
27.2,-5,-164
27.4,46,-154
27.6,98,-122
27.8,123,-78
28,128,-30
28.2,126,25
28.4,96,66
28.6,55,79
28.8,14,79
29,-24,58
29.2,-49,29
29.4,-44,-1
29.6,-22,-28
29.8,12,-46
30,60,-58
30.2,95,-37
30.4,125,2
30.6,135,55
30.8,119,95
31,88,140
31.2,48,162
31.4,-13,164
31.6,-63,151
31.8,-93,108
32,-106,57
32.2,-111,11
32.4,-92,-26
32.6,-43,-61
32.8,0,-56
33,31,-44
33.2,50,-11
33.4,55,26
33.6,33,52
33.8,-11,71
34,-54,79
34.2,-98,69
34.4,-132,29
34.6,-137,-21
34.8,-129,-70
35,-106,-109
35.2,-76,-147
35.4,-25,-160
35.6,20,-147
35.8,62,-110
36,91,-68
36.2,83,-29
36.4,64,1
36.6,43,21
36.8,-8,37
37,-42,30
37.2,-59,-1
37.4,-69,-45
37.6,-44,-76
37.8,-22,-94
38,26,-103
38.2,83,-104
38.4,116,-70
38.6,139,-26
38.8,142,26
39,120,77
39.2,92,123
39.4,51,126
39.6,13,127
39.8,-35,114
40,-64,73
40.2,-62,39
40.4,-43,-1
40.6,-20,-20
40.8,17,-38
41,43,-34
41.2,72,0
41.4,82,37
41.6,72,76
41.8,52,99
42,4,111
42.2,-48,115
42.4,-95,92
42.6,-119,57
42.8,-136,11
43,-129,-39
43.2,-110,-79
43.4,-66,-111
43.6,-21,-110
43.8,-1,-101
44,30,-78
44.2,40,-37
44.4,29,-5
44.6,9,15
44.8,-23,35
45,-61,27
45.2,-90,-6
45.4,-92,-55
45.6,-94,-80
45.8,-73,-109
46,-33,-134
46.2,11,-132
46.4,56,-134
46.6,91,-103
46.8,108,-52
47,117,0
47.2,99,37
47.4,67,63
47.6,45,80
47.8,7,78
48,-21,63
48.2,-27,29
48.4,-17,-2
48.6,1,-24
48.8,21,-36
49,61,-37
49.2,93,-12
49.4,107,28
49.6,104,61
49.8,93,98
50,61,123
50.2,21,136
50.4,-28,132
50.6,-56,112
50.8,-79,76
51,-94,32
51.2,-81,-18
51.4,-67,-38
51.6,-34,-43
51.8,-3,-54
52,23,-37
52.2,43,0
52.4,27,19
52.6,1,41
52.8,-18,46
53,-56,43
53.2,-88,35
53.4,-118,-1
53.6,-127,-42
53.8,-112,-85
54,-88,-107
54.2,-54,-120
54.4,-15,-134
54.6,27,-118
54.8,52,-86
55,64,-59
55.2,63,-22
55.4,55,10
55.6,9,28
55.8,-14,31
56,-31,17
56.2,-42,-1
56.4,-37,-33
56.6,-22,-59
56.8,10,-69
57,29,-74
57.2,68,-70
57.4,102,-37
57.6,115,6
57.8,122,44
58,103,72
58.2,75,103
58.4,46,107
58.6,7,107
58.8,-36,100
59,-39,58
59.2,-40,27
59.4,-38,-2
59.6,-12,-11
59.8,23,-10
60,38,-10
60.2,51,11
60.4,51,32
60.6,35,54
60.8,20,85
61,-19,89
61.2,-53,79
61.4,-88,57
61.6,-104,27
61.8,-105,-14
62,-103,-57
62.2,-87,-68
62.4,-49,-88
62.6,-12,-99
62.8,7,-83
63,30,-69
63.2,28,-40
63.4,13,-1
63.6,-3,9
63.8,-39,13
64,-51,2
64.2,-59,-21
64.4,-75,-45
64.6,-66,-70
64.8,-43,-97
65,-9,-104
65.2,23,-104
65.4,53,-84
65.6,90,-52
65.8,90,-26
66,85,8
66.2,85,39
66.4,54,61
66.6,27,60
66.8,6,55
67,-11,43
67.2,-14,22
67.4,2,-3
67.6,11,-18
67.8,32,-16
68,55,-14
68.2,75,11
68.4,82,25
68.6,78,56
68.8,65,88
69,38,104
69.2,6,109
69.4,-22,96
69.6,-52,68
69.8,-68,46
70,-64,12
70.2,-61,-21
70.4,-50,-29
70.6,-24,-34
70.8,-7,-37
71,6,-26
71.2,12,0
71.4,2,12
71.6,-11,27
71.8,-33,20
72,-58,18
72.2,-80,7
72.4,-93,-14
72.6,-101,-47
72.8,-85,-81
73,-59,-93
73.2,-34,-110
73.4,-11,-104
73.6,15,-87
73.8,40,-59
74,38,-32
74.2,40,-10
74.4,27,11
74.6,24,21
74.8,5,15
75,-18,4
75.2,-12,-4
75.4,-7,-29
75.6,0,-36
75.8,26,-45
76,41,-52
76.2,68,-27
76.4,86,0
76.6,92,31
76.8,86,47
77,78,69
77.2,62,84
77.4,31,84
77.6,11,83
77.8,-6,72
78,-26,48
78.2,-30,28
78.4,-18,12
78.6,3,3
78.8,15,2
79,35,7
79.2,39,21
79.4,21,30
79.6,13,47
79.8,-3,56
80,-25,63
80.2,-58,55
80.4,-83,31
80.6,-83,8
80.8,-84,-24
81,-84,-54
81.2,-61,-68
81.4,-45,-68
81.6,-29,-74
81.8,-7,-61
82,7,-42
82.2,-3,-28
82.4,-2,-30
82.6,-12,-13
82.8,-37,-5
83,-41,-29
83.2,-47,-35
83.4,-44,-43
83.6,-33,-56
83.8,-20,-74
84,-4,-74
84.2,20,-56
84.4,47,-36
84.6,59,-31
84.8,70,-9
85,71,18
85.2,53,37
85.4,47,35
85.6,32,52
85.8,15,53
86,2,25
86.2,6,22
86.4,9,8
86.6,30,0
86.8,44,15
87,47,7
87.2,59,17
87.4,57,37
87.6,48,49
87.8,33,66
88,23,73
88.2,-2,67
88.4,-22,53
88.6,-38,37
88.8,-44,23
89,-42,4
89.2,-46,-16
89.4,-31,-27
89.6,-26,-24
89.8,-18,-29
90,-17,-22
90.2,-12,-10
90.4,-17,6
90.6,-30,7
90.8,-41,2
91,-62,2
91.2,-60,-10
91.4,-65,-29
91.6,-62,-47
91.8,-49,-65
92,-47,-67
92.2,-30,-61
92.4,-12,-60
92.6,1,-56
92.8,16,-43
93,24,-25
93.2,22,-11
93.4,21,-3
93.6,3,4
93.8,6,6
94,-3,5
94.2,3,-8
94.4,13,-22
94.6,22,-22
94.8,39,-13
95,43,-16
95.2,61,-3
95.4,71,13
95.6,72,29
95.8,60,39
96,46,57
96.2,43,63
96.4,26,65
96.6,10,62
96.8,-3,43
97,-2,30
97.2,1,25
97.4,-10,10
97.6,-2,8
97.8,13,8
98,10,13
98.2,7,23
98.4,4,25
98.6,-4,22
98.8,-12,28
99,-35,31
99.2,-61,16
99.4,-62,15
99.6,-61,1
99.8,-64,-22
100,-63,-23
100.2,-54,-44
100.4,-35,-55
100.6,-32,-51
100.8,-17,-43
101,-14,-38
101.2,-18,-30
101.4,-16,-21
101.6,-27,-18
101.8,-35,-23
102,-27,-19
102.2,-24,-29
102.4,-24,-44
102.6,-11,-47
102.8,0,-42
103,9,-41
103.2,35,-40
103.4,40,-33
103.6,56,-18
103.8,61,-3
104,56,2
104.2,55,18
104.4,46,30
104.6,35,33
104.8,23,32
105,23,23
105.2,23,28
105.4,32,20
105.6,39,14
105.8,34,24
106,40,17
106.2,38,28
106.4,46,39
106.6,41,37
106.8,25,46
107,4,47
