0,-67.9149,-153.69
0.2,73.6348,-42.2173
0.4,49.7364,38.7944
0.6,-5.04286,84.7201
0.8,-71.6418,105.473
1,-130.182,116.163
1.2,-176,83
1.4,-213,18
1.6,-203,-34
1.8,-160,-83
2,-95,-117
2.2,-31,-122
2.4,37,-100
2.6,98,-52
2.8,132,12
3,139,79
3.2,103,144
3.4,67,176
3.6,21,183
3.8,-38,168
4,-73,108
4.2,-71,43
4.4,-46,-11
4.6,-2,-63
4.8,62,-96
5,117,-96
5.2,176,-71
5.4,208,-11
5.6,212,43
5.8,188,83
6,146,120
6.2,79,132
6.4,-1,119
6.6,-58,75
6.8,-89,6
7,-92,-62
7.2,-77,-113
7.4,-48,-156
7.6,10,-170
7.8,58,-146
8,81,-112
8.2,87,-69
8.4,67,-3
8.6,31,45
8.8,-24,83
9,-96,81
9.2,-154,51
9.4,-190,28
9.6,-208,-33
9.8,-207,-93
10,-159,-126
10.2,-99,-145
10.4,-43,-141
10.6,7,-113
10.8,46,-46
11,65,16
11.2,57,75
11.4,15,119
11.6,-33,143
11.8,-77,144
12,-108,112
12.2,-120,66
12.4,-105,5
12.6,-79,-50
12.8,-27,-71
13,59,-72
13.2,120,-65
13.4,172,-17
13.6,192,32
13.8,187,70
14,173,126
14.2,126,153
14.4,48,158
14.6,-3,130
14.8,-31,66
15,-42,-3
15.2,-34,-51
15.4,-9,-96
15.6,37,-125
15.8,80,-129
16,126,-100
16.2,144,-68
16.4,130,-6
16.6,109,49
16.8,61,74
17,-11,90
17.2,-84,84
17.4,-130,46
17.6,-178,-23
17.8,-179,-77
18,-154,-129
18.2,-120,-145
18.4,-74,-155
18.6,-22,-135
18.8,24,-87
19,31,-41
19.2,32,16
19.4,4,72
19.6,-48,104
19.8,-89,117
20,-140,91
20.2,-170,40
20.4,-169,-2
20.6,-144,-44
20.8,-111,-82
21,-44,-103
21.2,29,-84
21.4,89,-59
21.6,127,-13
21.8,146,49
22,134,100
22.2,112,140
22.4,59,155
22.6,17,143
22.8,-19,101
23,-40,58
23.2,-33,-1
23.4,-3,-58
23.6,46,-85
23.8,93,-98
24,139,-90
24.2,181,-43
24.4,198,-2
24.6,179,45
24.8,136,80
25,89,109
25.2,28,107
25.4,-39,75
25.6,-91,30
25.8,-103,-21
26,-101,-79
26.2,-83,-117
26.4,-47,-142
26.6,-2,-143
26.8,38,-117
27,44,-66
27.2,39,-20
27.4,21,26
27.6,-27,61
27.8,-78,78
28,-126,74
28.2,-174,47
28.4,-208,-1
28.6,-190,-42
28.8,-159,-83
29,-115,-116
