0,137.259,-80.9535
0.2,189,-51
0.4,146.667,18
0.6,113.333,34.3333
0.8,128.667,9.33333
1,63.6667,-82
1.2,71.6667,-67
1.4,91.6667,47.3333
1.6,41,5.66667
1.8,73.3333,54
2,-1,40
2.2,-29,37
2.4,-39,-42.6667
2.6,-25.3333,-57.6667
2.8,-88.3333,27
3,-129,-10.6667
3.2,-109,0.666667
3.4,-129.333,21
3.6,-128.667,27
3.8,-131.667,28.6667
4,-144.667,12
4.2,-123.333,22.6667
4.4,-157.333,48
4.6,-150,27.3333
4.8,-124,11
5,-176,11.6667
5.2,-120.667,23.3333
5.4,-117,23.6667
5.6,-86.6667,-24
5.8,-78.3333,-14.6667
6,-57.3333,53.6667
6.2,-81,4.33333
6.4,-2,-17.3333
6.6,-13,32.6667
6.8,20,41.6667
7,29.6667,-3
7.2,27.3333,-9
7.4,141.333,28.3333
7.6,88.3333,-20.6667
7.8,75.6667,14
8,201,2.33333
8.2,190.333,-33.6667
8.4,170,17
8.6,160.333,0.666667
8.8,135.667,-16.3333
9,136.667,-45.6667
9.2,164.667,-73
9.4,213,-46.6667
9.6,189.667,29
9.8,115,21
10,124.333,-32
10.2,150.667,-19
10.4,116.667,-17
10.6,114,-5.33333
10.8,81.3333,-59.6667
11,23.3333,26.6667
11.2,-12.3333,22
11.4,29,-46.3333
11.6,-13.3333,44.3333
11.8,-86.6667,26.6667
12,-119,-3.66667
12.2,-116,22.3333
12.4,-73.6667,-14
12.6,-99,29
12.8,-111.333,10.3333
13,-83,32.3333
13.2,-147.667,96.6667
13.4,-179,-9.33333
13.6,-164.333,-2
13.8,-134.667,30
14,-116.333,71
14.2,-159,89
14.4,-209.333,3.66667
14.6,-109.333,1.66667
14.8,-90,-7
15,-55.3333,-0.333333
15.2,-85.3333,-8.33333
15.4,-66.6667,3
15.6,5,10
15.8,10,-26
16,41.3333,-42
16.2,31,-2.66667
16.4,71.6667,-27.3333
16.6,88.6667,-28
16.8,73,1.66667
17,145.667,7.33333
17.2,155,0.666667
17.4,147.667,-48.3333
17.6,122.333,-34.6667
17.8,120,-33
18,120,-45
18.2,171.667,-37.3333
18.4,107.667,-77
18.6,200,-29.6667
18.8,175,-27
19,78.6667,-37.3333
19.2,120.333,-6
19.4,78,-78
19.6,85,-44.6667
19.8,52.3333,-32.6667
20,62,-27.6667
20.2,114.667,15
20.4,60,4.33333
20.6,-5,-1
20.8,-19.3333,14
21,-45.3333,-5.66667
21.2,-65,15.6667
21.4,-109.333,12
21.6,-99,4.33333
21.8,-117.333,-52.6667
22,-154.333,-22.3333
22.2,-149,-22
22.4,-114.667,12.6667
22.6,-94.6667,44.3333
22.8,-66.3333,54.3333
23,-202.333,8.66667
23.2,-183.333,30
23.4,-168.667,81.3333
23.6,-126.667,36.3333
23.8,-119,-2
24,-182.667,55.3333
24.2,-87,42.6667
24.4,-49.3333,-12
24.6,-11.3333,-23.3333
24.8,-64.3333,56
25,-50.6667,88
25.2,68,-9.33333
25.4,38.3333,43.3333
25.6,7.33333,-45.3333
25.8,59.3333,-19.3333
26,110,-4.33333
26.2,119,-114
26.4,69,-56.3333
26.6,93.3333,-15.6667
26.8,161.333,-81
27,134.667,-16.3333
27.2,130.333,23.6667
27.4,181,-7.33333
27.6,111,-3.66667
27.8,113.667,-78.6667
28,117.333,-62.3333
28.2,206.667,-32.3333
28.4,178.667,-54.6667
28.6,151.333,9.33333
28.8,136.667,12
29,30.3333,-29.3333
29.2,63.6667,-31
29.4,52,-47.3333
29.6,39,8
29.8,36.6667,22.3333
30,8.66667,-48
30.2,-38.6667,-39
30.4,-82,12
30.6,-58.6667,8
30.8,-83.6667,13.3333
31,-66,66.6667
31.2,-177,67.6667
31.4,-150,79.3333
31.6,-105.667,67.3333
31.8,-137.333,-34
32,-138.333,30.6667
32.2,-180,22.6667
32.4,-112.333,5.66667
32.6,-179.333,70.3333
32.8,-143.333,68.3333
33,-19,98.6667
33.2,-72,76
33.4,-73.6667,-24.6667
33.6,-89,26
33.8,-92,-12
34,-60,-17
34.2,-40.6667,22.6667
34.4,28.3333,-26.3333
34.6,-35.3333,-53.3333
34.8,-37,-3.66667
35,65,5.33333
35.2,77.3333,-24.6667
35.4,112.667,-18.6667
35.6,81.6667,14.6667
35.8,121,-84.3333
36,114,-3
36.2,104,-6.66667
36.4,106,-58.6667
36.6,94,-41.6667
36.8,123.333,8.66667
37,161,-22.6667
37.2,178,-85.3333
37.4,75.6667,-118.333
37.6,103.333,-13
37.8,32.6667,63
38,83,-3
38.2,114.333,-20
38.4,98,-66.6667
38.6,27.3333,-35.6667
38.8,48.6667,-57.6667
39,47.6667,55
39.2,-16.6667,91.3333
39.4,-49,-24.3333
39.6,-37.6667,54.3333
39.8,-103.667,29.3333
40,-47,4.33333
40.2,-25.6667,23.3333
40.4,-84.6667,45.3333
40.6,-114,11.6667
40.8,-152.333,29.6667
41,-104.333,50.6667
41.2,-119.667,6.33333
41.4,-132.333,84.6667
41.6,-132.333,98
41.8,-132.333,22
42,-183.333,14.3333
42.2,-111.333,48.3333
42.4,-73,0
42.6,-85.6667,20.3333
42.8,-114,63
43,-50,15.6667
43.2,-42.3333,53.3333
43.4,-89.6667,64
43.6,-42.3333,63.3333
43.8,42.6667,-19
44,-72,-12.3333
44.2,1.33333,23.3333
44.4,83,-57
44.6,36.3333,-27
44.8,140.333,-51
45,75.6667,-75.6667
45.2,107,-51
45.4,97,-56.6667
45.6,131.667,-26.6667
45.8,142,-36.3333
46,73.3333,-102
46.2,81.6667,-83.3333
46.4,183.333,-37.3333
46.6,135.333,-75.3333
46.8,142.667,-89
47,121.333,-41.3333
47.2,50.6667,-0.666667
47.4,31,-43
47.6,69,-27.6667
47.8,85,-17.3333
48,34.3333,-25.3333
48.2,71,-26.6667
48.4,12.6667,42.6667
48.6,-50.3333,-40.6667
48.8,3.66667,-33.3333
49,-30.6667,0.666667
49.2,-13,-18.3333
49.4,-42.3333,8
